state	iter0	iter1	iter2	iter3	iter4	iter5	iter6	iter7	iter8	iter9	iter10
Abf1_murphy	1.79736716e-07	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907
Abf2_badis	0.0003265665035	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907
Ace2_badis	3.751052708e-06	4.198242049e-06	4.157082138e-06	3.433113453e-06	2.280268722e-06	1.156950069e-06	4.179508354e-07	3.577826043e-08	0	0	0
Adr1_badis	0.0002075404984	0.0005013558889	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907
Aft1_zhu	3.187670851e-06	0	0	0	0	0	0	0	0	0	0
Aft2_badis	0.0001426825117	0.0003408242722	0.0007786737016	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907
Aro80_zhu	4.840974146e-05	7.610192583e-05	0.0001260749785	0.0001850112909	0.0002471331353	0.000314743538	0.0003891240562	0.0004648918781	0.0005442198342	0.0006115991481	0.0006842322825
Asg1_zhu	8.265990269e-09	0	0	0	0	0	0	0	0	0	0
Azf1_badis	5.995747895e-05	0.0001047292007	0.0001867158626	0.0003058851072	0.0004618853315	0.0006621311419	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907
Bas1_zhu	7.290203301e-07	2.592672396e-06	5.47725761e-06	9.804090845e-06	1.664274555e-05	2.780187322e-05	4.638306761e-05	7.463928411e-05	0.0001207798482	0.0001940140213	0.0003100579451
Cad1_murphy	5.012926302e-06	8.621864431e-06	1.315550896e-05	1.807605772e-05	2.34494175e-05	3.00549325e-05	3.834065017e-05	4.788647999e-05	6.023443633e-05	7.480773077e-05	9.19894245e-05
Cat8_badis	0.0004975433155	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907
Cbf1_zhu	0.0001117535605	0.0002646835336	0.0006014571087	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907
Cep3_badis	5.77214945e-05	0.0001125567488	0.000219946935	0.0003549566974	0.0005147448245	0.0007089455849	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907
Cha4_zhu	7.840465676e-06	1.008702682e-05	1.281906216e-05	1.486064574e-05	1.579297883e-05	1.563656698e-05	1.453894639e-05	1.267008969e-05	1.010854955e-05	6.954337783e-06	3.9841522e-06
Cin5_murphy	1.766319584e-06	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907
Crz1_badis	1.460506744e-07	2.460558063e-07	3.593748004e-07	2.79130028e-07	5.737059075e-08	0	0	0	0	0	0
Cst6_murphy	4.741112337e-06	0	0	0	0	0	0	0	0	0	0
Cup9_badis	1.607899499e-06	2.506318192e-06	3.041599486e-06	2.949300012e-06	2.408058542e-06	1.623514598e-06	9.066842721e-07	3.58787114e-07	6.602132542e-08	0	0
Dal80_badis	9.819441878e-05	0.0001973700841	0.000394963057	0.0006489200195	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907	0.0006691756907
Dal82_badis	5.85229487e-06	1.063526383e-07	0	0	0	0	0	0	0	0	0
