state	iter0	iter1	iter2	iter3	iter4	iter5	iter6	iter7	iter8	iter9	iter10
Abf1_murphy	1.79736716e-07	0.004293279135	0.01661431938	0.02168655372	0.02325763446	0.02382389384	0.02405420492	0.02415678008	0.02420583009	0.02423071803	0.02424403881
Abf2_badis	0.0003265665035	0.0003793021626	0.0004353701736	0.0004785062219	0.0004993751151	0.0005080791565	0.0005118937306	0.0005137571419	0.0005146904781	0.0005151480181	0.000515393744
Ace2_badis	3.751052708e-06	1.778050565e-05	4.287528472e-05	6.077036676e-05	6.941652437e-05	7.324978392e-05	7.499526081e-05	7.581160752e-05	7.618027838e-05	7.63278868e-05	7.63667156e-05
Adr1_badis	0.0002075404984	0.0005761834419	0.001149031157	0.00164249495	0.00195941361	0.002145527847	0.002256552767	0.002326084305	0.002371755095	0.002402991602	0.002424981302
Aft1_zhu	3.187670851e-06	3.824640596e-07	3.278946249e-08	0	0	0	0	0	0	0	0
Aft2_badis	0.0001426825117	0.0001942744499	0.0002513258251	0.0003024237945	0.0003593354938	0.0004093405621	0.0004460031452	0.0004697220301	0.0004837512151	0.000491352303	0.0004949279077
Aro80_zhu	4.840974146e-05	3.601976753e-05	2.779324237e-05	1.886108291e-05	1.165593356e-05	6.960952962e-06	4.079085196e-06	2.369891071e-06	1.340231721e-06	7.420618817e-07	3.857752332e-07
Asg1_zhu	8.265990269e-09	0	0	0	0	0	0	0	0	0	0
Azf1_badis	5.995747895e-05	3.219861213e-05	2.696058016e-05	2.441841204e-05	2.174149172e-05	1.896552584e-05	1.630338695e-05	1.392463829e-05	1.185971245e-05	1.008766637e-05	8.583822799e-06
Bas1_zhu	7.290203301e-07	1.815032663e-06	2.10634208e-06	1.081498789e-06	3.160551707e-07	6.666721079e-08	0	0	0	0	0
Cad1_murphy	5.012926302e-06	2.392757005e-07	0	0	0	0	0	0	0	0	0
Cat8_badis	0.0004975433155	0.0006569157285	0.0008578442636	0.001063870772	0.001247855846	0.001399881561	0.001519915466	0.001611389045	0.001679158278	0.00172853279	0.001764165881
Cbf1_zhu	0.0001117535605	0.0002049754384	0.0003483111924	0.0004961232924	0.0005939146575	0.0006413824257	0.0006595662076	0.0006641402827	0.0006632498272	0.0006605961409	0.000657757222
Cep3_badis	5.77214945e-05	6.763660966e-05	8.333017381e-05	8.971082515e-05	8.844012038e-05	8.36403917e-05	7.78828235e-05	7.23136837e-05	6.738086785e-05	6.318188888e-05	5.961275983e-05
Cha4_zhu	7.840465676e-06	4.020844235e-06	2.021370863e-06	8.923829199e-07	2.513742396e-07	1.743108141e-08	0	0	0	0	0
Cin5_murphy	1.766319584e-06	0.0001715632065	0.0005166519515	0.0006774355885	0.0007575745741	0.0008052451344	0.0008305222949	0.000842587255	0.0008481914919	0.0008508689735	0.0008522091369
Crz1_badis	1.460506744e-07	1.071238171e-06	1.554541703e-05	8.926974828e-05	0.0001265062832	0.0001359724344	0.0001387945216	0.0001399110727	0.0001404776223	0.0001408271156	0.000141078095
Cst6_murphy	4.741112337e-06	1.114711564e-06	1.334246827e-07	1.611369253e-08	0	0	0	0	0	0	0
Cup9_badis	1.607899499e-06	3.948957887e-08	2.453774197e-08	3.089098626e-08	4.232265682e-08	5.869440308e-08	8.184855877e-08	1.146381151e-07	1.610839919e-07	2.268159396e-07	3.1970781e-07
Dal80_badis	9.819441878e-05	8.957696473e-05	9.278889809e-05	0.0001030902056	0.0001160568933	0.0001276382559	0.0001363954934	0.0001425159617	0.0001465741429	0.000149147711	0.0001507653903
Dal82_badis	5.85229487e-06	6.488941707e-07	0	0	0	0	0	0	0	0	0
Ecm22_murphy	3.25318894e-06	2.09585649e-07	0	0	0	0	0	0	0	0	0
